A,B,C,E,F,n_blocks,first_D,last_D,example_path
,Big Cliff_OUT,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Big Cliff_OUT/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Big Cliff_OUT,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Big Cliff_OUT/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Big Cliff_OUT,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Big Cliff_OUT/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Big Cliff_OUT to No Santiam_at Niagara,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Big Cliff_OUT to No Santiam_at Niagara/Flow/01Jan2012/1Day/Temp1Day--0/
,Big Cliff_OUT to No Santiam_at Niagara,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Big Cliff_OUT to No Santiam_at Niagara/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Big Cliff_OUT to No Santiam_at Niagara,Flow-ROUTING-Detroit-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Big Cliff_OUT to No Santiam_at Niagara/Flow-ROUTING-Detroit-1/01Jan2012/1Day/Temp1Day--0/
,Big Cliff_OUT to No Santiam_at Niagara,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Big Cliff_OUT to No Santiam_at Niagara/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Blue River,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Blue River,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Blue River,Flow-GC-RELEASE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River/Flow-GC-RELEASE/01Jan2012/1Day/Temp1Day--0/
,Blue River,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Blue River,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Blue River,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Blue River,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River/RULEID/01Jan2012/1Day/Temp1Day--0/
,Blue River,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Blue River-Inactive-ZBOp Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Blue River-Inactive-ZBOp Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Blue River-Blue River-Inactive-ZBOp Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Blue River-Inactive-ZBOp Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River-Blue River-Rule Curve-ZBOp Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Blue River-Rule Curve-ZBOp Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Blue River-Blue River-Rule Curve-ZBOp Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Blue River-Rule Curve-ZBOp Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River-Blue River-Top of Dam-ZBOp Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Blue River-Top of Dam-ZBOp Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Blue River-Blue River-Top of Dam-ZBOp Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Blue River-Top of Dam-ZBOp Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam,Flow-BackQ,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam/Flow-BackQ/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam,Flow-Pulse,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam/Flow-Pulse/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam/RULEID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam L&O,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam L&O/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam L&O,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam L&O/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam L&O,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam L&O/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam L&O,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam L&O/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam L&O,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam L&O/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam L&O,Flow-SETTING,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam L&O/Flow-SETTING/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam L&O,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam L&O/RULEID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam L&O,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam L&O/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam L&O IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam L&O IN/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam Tailwater,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam Tailwater/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam Tailwater,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam Tailwater/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam Tailwater,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam Tailwater/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam Tailwater,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam Tailwater/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam Tailwater,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam Tailwater/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam-BiOp MinTrib and Withdrawals by WY,Flow-MIN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam-BiOp MinTrib and Withdrawals by WY/Flow-MIN/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam-BiOp MinTrib and Withdrawals by WY-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam-BiOp MinTrib and Withdrawals by WY-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam-Max Evacuation Release,Flow-MAX,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam-Max Evacuation Release/Flow-MAX/01Jan2012/1Day/Temp1Day--0/
,Blue River-Dam-Max Evacuation Release-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Dam-Max Evacuation Release-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River-Draft to RC,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Draft to RC/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Blue River-Draft to RC-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Draft to RC-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River-FIRO_SPACE,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-FIRO_SPACE/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Blue River-FIRO_SPACE-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-FIRO_SPACE-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River-Flood Min,Flow-MIN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Flood Min/Flow-MIN/01Jan2012/1Day/Temp1Day--0/
,Blue River-Flood Min-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Flood Min-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River-Inactive,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Inactive/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Blue River-Inactive,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Inactive/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Blue River-MainstemFlowAug,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-MainstemFlowAug/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Blue River-MainstemFlowAug-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-MainstemFlowAug-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Area-Reservoir,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Area-Reservoir/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Elev,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Elev/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Elev-EST,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Elev-EST/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Flow-EST,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Flow-EST/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Flow-HOLDOUT,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Flow-HOLDOUT/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Flow-IN NET,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Flow-IN NET/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Flow-OUT,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Flow-OUT/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Flow-Q2S,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Flow-Q2S/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Stor,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Stor/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Stor-PUMP,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Stor-PUMP/01Jan2012/1Day/Temp1Day--0/
,Blue River-Pool,Stor-PUMP-CAP,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Pool/Stor-PUMP-CAP/01Jan2012/1Day/Temp1Day--0/
,Blue River-Regulating Outlet,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Regulating Outlet/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Regulating Outlet,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Regulating Outlet/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River-Regulating Outlet,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Regulating Outlet/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Blue River-Regulating Outlet,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Regulating Outlet/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Blue River-Regulating Outlet,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Regulating Outlet/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Blue River-Regulating Outlet,Flow-SETTING,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Regulating Outlet/Flow-SETTING/01Jan2012/1Day/Temp1Day--0/
,Blue River-Regulating Outlet,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Regulating Outlet/RULEID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Regulating Outlet,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Regulating Outlet/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Regulating Outlet IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Regulating Outlet IN/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River-Rule Curve,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Rule Curve/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Blue River-Rule Curve,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Rule Curve/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Blue River-Special Curves,Elev,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Special Curves/Elev/01Jan2012/1Day/Temp1Day--0/
,Blue River-Special Curves,Flow-IN NET,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Special Curves/Flow-IN NET/01Jan2012/1Day/Temp1Day--0/
,Blue River-Special Curves,Flow-MIN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Special Curves/Flow-MIN/01Jan2012/1Day/Temp1Day--0/
,Blue River-Special Curves-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Special Curves-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River-Spillway,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Spillway/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Spillway,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Spillway/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River-Spillway,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Spillway/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Blue River-Spillway,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Spillway/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Blue River-Spillway,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Spillway/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Blue River-Spillway,Flow-SETTING,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Spillway/Flow-SETTING/01Jan2012/1Day/Temp1Day--0/
,Blue River-Spillway,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Spillway/RULEID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Spillway,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Spillway/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Blue River-Spillway IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Spillway IN/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River-Top of Dam,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Top of Dam/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Blue River-Top of Dam,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Top of Dam/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Blue River-Vida Flood Max,Coeff-ROUTE-LAG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Vida Flood Max/Coeff-ROUTE-LAG/01Jan2012/1Day/Temp1Day--0/
,Blue River-Vida Flood Max,Coeff-ROUTE-MAXOFFSET,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Vida Flood Max/Coeff-ROUTE-MAXOFFSET/01Jan2012/1Day/Temp1Day--0/
,Blue River-Vida Flood Max,Coeff-ROUTE-MINOFFSET,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Vida Flood Max/Coeff-ROUTE-MINOFFSET/01Jan2012/1Day/Temp1Day--0/
,Blue River-Vida Flood Max,Flow-MAX,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Vida Flood Max/Flow-MAX/01Jan2012/1Day/Temp1Day--0/
,Blue River-Vida Flood Max,Stor-BAL,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Vida Flood Max/Stor-BAL/01Jan2012/1Day/Temp1Day--0/
,Blue River-Vida Flood Max-Final,Coeff-BAL-INDEX,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Vida Flood Max-Final/Coeff-BAL-INDEX/01Jan2012/1Day/Temp1Day--0/
,Blue River-Vida Flood Max-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River-Vida Flood Max-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Blue River_IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_IN/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River_IN,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_IN/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Blue River_IN,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_IN/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Blue River_IN,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_IN/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Blue River_IN,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_IN/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,Blue River_IN,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_IN/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Blue River_IN Blue River Inflow_HMSsub_BlueRv_S10,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_IN Blue River Inflow_HMSsub_BlueRv_S10/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River_IN Blue River Inflow_HMSsub_BlueRv_S10,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_IN Blue River Inflow_HMSsub_BlueRv_S10/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Blue River_IN Blue River Inflow_HMSsub_BlueRv_S10,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_IN Blue River Inflow_HMSsub_BlueRv_S10/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Blue River_OUT,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_OUT/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River_OUT,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_OUT/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Blue River_OUT,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_OUT/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Blue River_OUT,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_OUT/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Blue River_OUT,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_OUT/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Blue River_OUT,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_OUT/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Blue River_OUT to Blue_at Blue River,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_OUT to Blue_at Blue River/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue River_OUT to Blue_at Blue River,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_OUT to Blue_at Blue River/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Blue River_OUT to Blue_at Blue River,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_OUT to Blue_at Blue River/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Blue River_OUT to Blue_at Blue River,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue River_OUT to Blue_at Blue River/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Blue_at Blue River,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue_at Blue River/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue_at Blue River,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue_at Blue River/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Blue_at Blue River,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue_at Blue River/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Blue_at Blue River,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue_at Blue River/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Blue_at Blue River,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue_at Blue River/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Blue_at Blue River,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue_at Blue River/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Blue_at Blue River to McKenzie+Blue,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue_at Blue River to McKenzie+Blue/Flow/01Jan2012/1Day/Temp1Day--0/
,Blue_at Blue River to McKenzie+Blue,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue_at Blue River to McKenzie+Blue/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Blue_at Blue River to McKenzie+Blue,Flow-ROUTING-Blue River-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue_at Blue River to McKenzie+Blue/Flow-ROUTING-Blue River-1/01Jan2012/1Day/Temp1Day--0/
,Blue_at Blue River to McKenzie+Blue,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Blue_at Blue River to McKenzie+Blue/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,CANO Molalla_nr Canby,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO Molalla_nr Canby/Flow/01Jan2012/1Day/Temp1Day--0/
,CANO Molalla_nr Canby,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO Molalla_nr Canby/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,CANO Molalla_nr Canby,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO Molalla_nr Canby/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,CANO Molalla_nr Canby,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO Molalla_nr Canby/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,CANO Molalla_nr Canby,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO Molalla_nr Canby/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,CANO Molalla_nr Canby,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO Molalla_nr Canby/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,CANO Molalla_nr Canby to Molalla+Pudding,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO Molalla_nr Canby to Molalla+Pudding/Flow/01Jan2012/1Day/Temp1Day--0/
,CANO Molalla_nr Canby to Molalla+Pudding,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO Molalla_nr Canby to Molalla+Pudding/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,CANO Molalla_nr Canby to Molalla+Pudding,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO Molalla_nr Canby to Molalla+Pudding/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,CANO_Molalla River at Canby_Local_JMolaR_S06,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO_Molalla River at Canby_Local_JMolaR_S06/Flow/01Jan2012/1Day/Temp1Day--0/
,CANO_Molalla River at Canby_Local_JMolaR_S06,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//CANO_Molalla River at Canby_Local_JMolaR_S06/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
